episode,return
1736,467.09464
1737,471.84885
1738,477.62137
1739,457.48627
1740,458.38998
1741,459.6212
1742,471.4035
1743,452.7086
1744,469.31262
1745,465.17465
1746,461.46515
1747,470.49588
1748,453.3436
1749,461.95477
1750,461.6382
1751,462.36984
1752,449.2457
1753,451.09625
1754,292.6998
1755,446.13812
1756,451.728
1757,468.84583
1758,467.58453
1759,472.8327
1760,468.5927
1761,462.62543
1762,450.7595
1763,416.04758
1764,445.5019
1765,468.11768
1766,472.73877
1767,469.01614
1768,182.00757
1769,456.86337
1770,475.75223
1771,471.1775
1772,472.76617
1773,470.3184
1774,459.31256
1775,280.02872
1776,477.38812
1777,476.06882
1778,464.9117
1779,471.53485
1780,441.4012
1781,445.94864
1782,442.35593
1783,434.86487
1784,459.20102
1785,442.31744
1786,459.33163
1787,467.08072
1788,462.3711
1789,359.46576
1790,346.01398
1791,398.2718
1792,303.34238
1793,473.67413
1794,479.03687
1795,479.2003
1796,474.84906
1797,478.53812
1798,455.35358
1799,485.27478
1800,480.12415
1801,470.39246
1802,465.49597
1803,251.85648
1804,474.06598
1805,422.01288
1806,480.43756
1807,429.81598
1808,482.5368
1809,474.28052
1810,484.72238
1811,478.33813
1812,424.83063
1813,475.04803
1814,469.82184
1815,470.30154
1816,477.74783
1817,480.23248
1818,445.87936
1819,471.6876
1820,477.31155
1821,471.55432
1822,479.7127
1823,482.19696
1824,480.88803
1825,463.79645
1826,456.76657
1827,473.0352
1828,482.03375
1829,459.88257
1830,450.31104
1831,470.32428
1832,478.09933
1833,456.99524
1834,465.43118
1835,468.33063
1836,452.55045
1837,464.0018
1838,466.7682
1839,476.22992
1840,472.92737
1841,469.99265
1842,480.09692
1843,450.90625
1844,447.59695
1845,474.24194
1846,477.5346
1847,467.2249
1848,470.37524
1849,463.3969
1850,437.61667
1851,450.15613
1852,463.23065
1853,431.38815
1854,439.77466
1855,433.51187
1856,423.95844
1857,462.14444
1858,468.38123
1859,458.82388
1860,444.98053
1861,408.2565
1862,438.87582
1863,429.17938
1864,463.38593
1865,455.48526
1866,468.18637
1867,480.00708
1868,470.31372
1869,470.5985
1870,471.11652
1871,476.42453
1872,467.23892
1873,457.55438
1874,473.2766
1875,476.98785
1876,423.3756
1877,431.99216
1878,484.64774
1879,463.72845
1880,461.81793
1881,468.62408
1882,466.51038
1883,455.01755
1884,456.3467
1885,470.60376
1886,482.60657
1887,476.96658
1888,468.08414
1889,405.47363
1890,470.4166
1891,486.70688
1892,462.7556
1893,470.19894
1894,467.6476
1895,472.93164
1896,484.46277
1897,475.50986
1898,468.24884
1899,482.87634
1900,455.90536
1901,444.18182
1902,452.57587
1903,455.61234
1904,457.4411
1905,476.62982
1906,450.1297
1907,486.55893
1908,449.73526
1909,487.67288
1910,484.7245
1911,469.7691
1912,481.3469
1913,363.0094
1914,412.1177
1915,469.59198
1916,485.5059
1917,476.44186
1918,427.67633
1919,415.40494
1920,475.3266
1921,481.064
1922,465.192
1923,483.1695
1924,458.3694
1925,426.41867
1926,476.30075
1927,485.6048
1928,464.6949
1929,479.51923
1930,478.4903
1931,485.21075
1932,464.03564
1933,467.07263
1934,270.60788
1935,486.25482
1936,485.04404
1937,238.86214
1938,141.38
1939,181.21579
1940,251.21521
1941,446.75803
1942,474.99127
1943,484.3501
1944,475.7144
1945,434.88306
1946,470.27322
1947,488.02542
1948,484.73053
1949,476.6639
1950,482.21683
1951,241.28621
1952,408.0694
1953,350.012
1954,206.63765
1955,456.2392
1956,464.41214
1957,479.68622
1958,480.22342
1959,253.95401
1960,216.2119
1961,479.8205
1962,290.18674
1963,478.8201
1964,330.71686
1965,482.3771
1966,476.8556
1967,479.0086
1968,476.2065
1969,488.84552
1970,476.55038
1971,484.9281
1972,481.50403
1973,485.48114
1974,482.97504
1975,477.36365
1976,479.54395
1977,480.0819
1978,478.9418
1979,478.90347
1980,477.64996
1981,474.88898
1982,472.8745
1983,468.91196
1984,465.2464
1985,470.11975
1986,461.37335
1987,470.04193
1988,476.7621
1989,477.26132
1990,477.62936
1991,472.13162
1992,468.389
1993,227.46422
1994,207.08064
1995,43.111507
1996,239.46208
1997,210.26509
1998,478.51068
1999,484.46655
