episode,return
202,2.7223787
203,0.8705673
204,-3.632637
205,-4.0016418
206,-4.6318607
207,-3.9198065
208,1.9411793
209,-3.704609
210,-1.1746979
211,6.188917
212,-2.369897
213,0.5219774
214,-1.9362926
215,-4.7430577
216,-1.1464434
217,-2.8267078
218,-4.051455
219,-4.462053
220,-4.583558
221,1.9522734
222,-2.6997538
223,-1.9069242
224,-1.4536161
225,-4.6154456
226,-4.639436
227,-1.9180584
228,-3.492557
229,-1.4979486
230,-2.6715608
231,0.19882774
232,-2.0825143
233,-0.4017582
234,-0.76442814
235,-2.305451
236,-3.8629684
237,1.1945047
238,-1.714755
239,-3.8580031
240,-1.0113153
241,-2.6298347
242,0.07500458
243,-2.8699818
244,0.013667107
245,-2.6436267
246,-3.2754116
247,-1.8241596
248,-2.6920433
249,-4.459117
250,0.92710304
251,-1.7695427
252,-4.053113
253,-2.7230358
254,-3.8510122
255,-2.3605013
256,-3.1169882
257,-3.0543327
258,-3.2098274
259,-3.7708726
260,-3.7393456
261,-1.9510202
262,-2.0072813
263,-0.12045002
264,-2.8564038
265,-3.8238072
266,-2.1379461
267,-3.948833
268,-4.53842
269,-1.9745312
270,3.7738352
271,-2.0052586
272,-3.8099318
273,2.1267319
274,-3.1815453
275,-2.247387
276,-2.7780342
277,-1.8051567
278,-2.9583697
279,0.28031254
280,-2.5316658
281,-2.8271742
282,-3.794836
283,-2.7908258
284,-3.7938247
285,0.2290535
286,-1.7586422
287,-2.6484342
288,-4.0707984
289,-0.95622444
290,-2.8888597
291,-3.814735
292,-3.9683447
293,-0.14242649
294,-3.0348048
295,-4.6978483
296,-2.82681
297,-2.9168587
298,-3.5523663
299,-2.0184226
300,0.114629745
301,-2.9991722
302,-4.6682315
303,-3.9884386
304,0.19283867
305,-2.0003672
306,-1.788785
307,-1.916501
308,-2.5259233
309,-4.6802077
310,-3.8135757
311,-3.7861233
312,-2.9807782
313,-2.926355
314,-3.9402418
315,-3.0214806
316,-4.6226187
317,-0.5554199
318,-2.958982
319,-2.86841
320,-2.837996
321,2.9585562
322,-2.0535245
323,-2.321198
324,-3.5738835
325,-1.7568655
326,-2.5719748
327,-3.5889497
328,-3.7238069
329,-2.927256
330,-3.0732846
331,-2.8463726
332,-2.9720082
333,0.40456104
334,0.46850395
335,-2.8385692
336,-4.5260887
337,-4.097046
338,-3.5085225
339,-2.6488276
340,-4.0153685
341,-3.578662
342,-2.6647043
343,-2.8219585
344,-4.60104
345,-1.8592262
346,-2.351942
347,-2.3767438
348,-3.1421728
349,-2.920435
350,-3.6135888
351,-2.7545514
352,-2.9979486
353,-3.8335376
354,-2.051518
355,-3.8707328
356,-3.1828322
357,-2.8557978
358,-1.1692276
359,-0.25288677
360,-4.0866833
361,-2.7478485
362,-2.7367878
363,-2.7323575
364,-2.2717767
365,-3.6453547
366,-2.636208
367,-3.9139166
368,-3.0115347
369,-2.913742
370,-2.725202
371,-0.9248142
372,-2.7000837
373,-3.906527
374,-3.0110288
375,-3.4656134
376,-2.615407
377,-1.9642019
378,-1.086915
379,-2.0321379
380,-3.897758
381,-4.4882145
382,-4.4449186
383,-4.1361995
384,-1.9806852
385,-2.8599877
386,-3.7409663
387,-3.5439467
388,-3.924819
389,-3.1927652
390,-2.6133318
391,-2.7357078
392,-3.7158165
393,-3.9623427
394,-3.605176
395,-3.7301164
396,-3.9372559
397,-2.6275163
398,-2.9272842
399,-2.2324662
400,-4.6039505
401,-1.15028
402,-2.8098054
403,-2.848833
404,-2.9735804
405,-3.934824
406,-4.6501665
407,-4.6465254
408,-2.7347016
409,-1.3735752
410,-4.1059356
411,-4.701179
412,-2.6858459
413,-2.285431
414,-3.6020746
415,-4.051913
416,-2.9088197
417,-3.9706259
418,-1.753355
419,-1.6896715
420,-4.5676484
421,-0.07213116
422,-3.0558333
423,-1.1634626
424,-2.9929147
425,-1.035842
426,-2.6944852
427,-4.0194283
428,-3.660306
429,-3.934441
430,-4.6747513
431,0.9914665
432,-2.7144604
433,-2.9409456
434,-2.6998758
435,-2.8176823
436,-0.7855177
437,-2.9334836
438,-3.9824166
439,-2.5905342
440,-3.16465
441,-2.850235
442,-1.4648342
443,-3.8947568
444,-3.942112
445,-3.2833667
446,-2.945148
447,-3.1552868
448,-3.173328
449,-4.562987
450,-4.119511
451,-4.584469
452,-4.03589
453,-3.5481987
454,-0.89565945
455,-1.8802319
456,-2.7837968
457,-2.3301497
458,-0.12422848
459,-2.346303
460,-3.7672954
461,1.7661486
462,-2.9400792
463,-3.0309916
464,-4.2011523
465,-3.8541498
466,-3.7243876
467,-1.988225
468,-2.9733477
469,-2.7597241
470,-2.7663445
471,-1.150137
472,-3.0783906
473,-3.0037222
474,-3.7265978
475,-2.7394662
476,-4.588674
477,-3.6275816
478,-2.8303523
479,-3.0318704
480,-3.5047092
481,-1.0918026
482,-4.0595093
483,-3.4951224
484,-4.0917554
485,-3.655167
486,-2.657298
487,-4.169371
488,-1.3384562
489,-3.7151122
490,-3.6787596
491,-2.8417354
492,-2.0343466
493,-2.059816
494,-3.979494
495,-3.7479568
496,-3.078309
497,-4.009311
498,-2.3509197
499,-0.9689045
500,-3.7130022
501,-3.148543
502,-4.0526595
503,-3.863151
504,-3.687992
505,-2.7125454
506,-1.7478762
507,-3.6850781
508,-2.7088094
509,-3.7287045
510,-2.8050604
511,-2.2467585
512,-2.3078604
513,-3.5655856
514,-2.7342134
515,-4.6857376
516,-2.2197866
517,-2.7806025
518,-3.4898105
519,-3.5570745
520,-2.7117972
521,-3.1401744
522,-4.5895514
523,-3.0214653
524,-3.0133257
525,-1.9904242
526,-0.8525381
527,-3.0042987
528,-1.9565678
529,-4.5585046
530,-4.551882
531,-1.9272099
532,-2.7302313
533,-4.4679756
534,-2.7863545
535,-2.9598389
536,-2.3784814
537,-2.9702468
538,-3.97443
539,-3.8010955
540,-2.7522726
541,-2.9327283
542,-2.2251759
543,-3.1667886
544,-3.041378
545,-3.856217
546,-0.9748144
547,-4.656602
548,-3.810997
549,-1.1850977
550,-2.7042093
551,-3.9156055
552,-3.233347
553,-3.0347023
554,-2.7521796
555,-2.7038345
556,-2.6348562
557,-2.7367277
558,-3.581143
559,-4.1000423
560,-3.1001587
561,-2.736103
562,-4.1272974
563,-4.43521
564,-2.9820786
565,-4.6774683
566,-2.699964
567,-2.9189935
568,-2.3486242
569,-3.9509716
570,-2.999021
571,-3.558506
572,-4.5853233
573,-3.9263992
574,-2.7469487
575,-3.8133664
576,-4.4679728
577,-3.6399465
578,-2.322258
579,-2.0312424
580,-2.734387
581,-3.5931711
582,-2.9458942
583,-2.8679886
584,-3.7672944
585,-3.591981
586,-2.649588
587,-4.008404
588,-3.6723871
589,-4.099273
590,-4.035805
591,-2.896284
592,-2.95793
593,-4.550323
594,-3.6552024
595,-4.651369
596,-3.8868008
597,-3.1293535
598,-2.3413882
599,-3.816989
600,-2.9279475
601,-0.8187847
602,-4.0669303
603,-2.7759428
604,-2.3237658
605,-3.6709566
606,-2.357841
607,-3.9857125
608,-2.8292766
609,-1.6136227
610,-2.259222
611,-2.8541079
612,-3.696011
613,-3.77286
614,-3.6845493
615,-3.0761132
616,-3.144639
617,-3.1900573
618,-0.8298712
619,-4.576927
620,-3.183597
621,-4.5716863
622,-3.0018888
623,-4.6923523
624,-2.7468405
625,-2.8136659
626,-1.8384161
627,-2.7641902
628,-2.7077637
629,-3.850964
630,-0.86352825
631,-3.1059756
632,-3.4754896
633,-0.9229946
634,-2.8522043
635,-3.9825668
636,-2.7390623
637,-4.5809073
638,-4.013567
639,-2.8923674
640,-4.4835186
641,-3.9810114
642,-2.3550797
643,-3.8292842
644,-3.9004354
645,-3.654552
646,-2.292387
647,-3.7398372
648,-4.1058025
649,-3.0338745
650,-4.008053
651,-3.66292
652,-3.1650128
653,-2.627872
654,-3.852491
655,-3.1731243
656,-3.5633488
657,-3.9236727
658,-3.8155317
659,-3.773409
660,-3.4599538
661,-3.9344683
662,-3.096126
663,-1.8851604
664,-2.838378
665,-3.2029996
666,-3.610248
667,-3.6096368
668,-3.7208056
669,-4.5058928
670,-2.9459376
671,-4.6398773
672,-2.7443867
673,-3.913052
674,-3.6907625
675,-1.93472
676,-2.6825972
677,-3.8479738
678,-1.0934296
679,-2.3286786
680,-2.745264
681,-4.1279473
682,-0.9263344
683,-3.9613724
684,-3.5232043
685,-3.7807698
686,-3.1565676
687,-2.984353
688,-1.60538
689,76.6384
690,69.877975
691,-4.5153394
692,-4.0543537
693,-2.9104786
694,-3.8204055
695,-2.318644
696,-3.8464446
697,-2.6762629
698,-3.7744656
699,-2.6806555
700,-2.6727657
701,-2.7416406
702,-3.0273323
703,-2.8825893
704,-2.1153455
705,-3.091148
706,-2.0640965
707,-3.605146
708,-2.129025
709,-2.9345493
710,-2.3332996
711,11.694954
712,17.089952
713,30.478886
714,34.106697
715,46.98509
716,74.02877
717,86.39322
718,147.46411
719,491.4626
720,192.66286
721,122.32724
722,118.18471
723,131.23608
724,102.929855
725,119.72771
726,121.42297
727,117.95794
728,99.064545
729,107.960266
730,142.06453
731,106.501526
732,151.39825
733,126.5459
734,126.49773
735,135.3804
736,492.65842
737,427.83737
738,302.51263
739,166.52727
740,148.7801
741,127.47511
742,117.24011
743,88.48796
744,120.36771
745,108.32532
746,100.60355
747,107.006996
748,111.015656
749,102.65321
750,106.95008
751,107.71293
752,109.78935
753,116.88014
754,134.27803
755,151.4467
756,394.48282
757,180.44968
758,436.6937
759,468.244
760,194.90865
761,413.57028
762,488.8061
763,484.93597
764,466.7777
765,136.15173
766,92.28524
767,96.170425
768,85.216675
769,75.58576
770,107.61094
771,96.65039
772,89.839386
773,80.383026
774,86.27036
775,97.645256
776,110.471176
777,125.08215
778,114.82094
779,134.5113
780,112.72195
781,89.55572
782,141.46788
783,135.07458
784,348.8564
785,454.88474
786,481.00143
787,478.50424
788,480.89087
789,479.76486
790,468.40912
791,466.72656
792,472.6708
793,472.77014
794,481.33817
795,488.53983
796,492.18463
797,492.5274
798,489.46954
799,486.63046
800,478.2683
801,465.4187
802,454.04834
803,415.06177
804,399.35556
805,459.8839
806,475.3812
807,482.73782
808,486.16476
809,459.7701
810,421.5337
811,421.6038
812,371.06216
813,94.37228
814,81.07048
815,83.23382
816,83.32464
817,76.93132
818,70.563385
819,12.693153
820,71.10499
821,70.23723
822,74.95991
823,77.690636
824,78.15932
825,76.135216
826,84.81163
827,74.908806
828,83.0136
829,82.2784
830,84.93976
831,86.10087
832,73.562996
833,97.44455
834,85.62626
835,89.26308
836,95.60754
837,93.54404
838,100.247665
839,109.41942
840,90.06531
841,99.28879
842,97.7181
843,120.7863
844,427.97604
845,470.67422
846,466.9094
847,434.04025
848,456.25186
849,455.12662
850,436.56638
851,397.54938
852,394.56104
853,479.45444
854,456.66937
855,452.2293
856,453.71277
857,414.3291
858,446.14972
859,434.84836
860,426.30466
861,435.152
862,431.00253
863,372.97937
864,80.88516
865,75.8224
866,82.05203
867,81.10502
868,86.36919
869,100.42641
870,239.14664
871,434.72058
872,415.24896
873,457.82098
874,459.3766
875,461.94385
876,468.62122
877,458.9077
878,458.22122
879,373.78055
880,356.33804
881,365.30722
882,386.3259
883,368.2653
884,366.04434
885,357.13144
886,462.20065
887,450.9015
888,455.87888
889,444.0687
890,395.85187
891,431.90717
892,419.84583
893,347.55173
894,422.55475
895,434.35477
896,367.6941
897,413.30643
898,427.1579
899,431.89474
900,480.79794
901,472.4539
902,356.582
903,356.77567
904,419.53564
905,446.68042
906,474.53793
907,485.14493
908,480.41193
909,483.57126
910,479.31866
911,484.5985
912,479.1485
913,463.17896
914,471.02234
915,476.54193
916,460.31262
917,460.3613
918,463.15417
919,472.23276
920,476.1737
921,459.0617
922,469.19955
923,430.16708
924,171.43025
925,159.90138
926,161.76503
927,176.2107
928,369.9709
929,362.33173
930,328.6192
931,324.79938
932,343.06653
933,329.97882
934,357.43597
935,367.74973
936,398.23923
937,405.07834
938,425.91687
939,426.35214
940,410.9956
941,421.10388
942,423.6609
943,434.27036
944,419.16013
945,402.27972
946,391.89035
947,451.1637
948,449.16794
949,424.14868
950,261.4335
951,451.89062
952,409.32443
953,388.1108
954,411.24246
955,396.43353
956,397.79184
957,392.85037
958,430.05927
959,470.11548
960,395.62997
961,381.3655
962,367.6004
963,4.8829336
964,0.98453236
965,-0.9604883
966,6.536173
967,382.93823
968,377.17014
969,440.02094
970,480.04575
971,409.8756
972,479.39322
973,461.00354
974,481.14023
975,479.353
976,479.2802
977,444.5425
978,478.27896
979,467.04
980,484.10287
981,486.7633
982,433.177
983,477.75034
984,461.0582
985,361.84338
986,480.2922
987,476.1276
988,466.60382
989,476.8298
990,468.03546
991,438.89993
992,473.2903
993,426.95316
994,449.55453
995,474.25558
996,421.48816
997,462.51688
998,449.75214
999,397.14334
1000,391.48044
1001,408.6486
1002,442.97134
1003,425.58493
1004,386.2624
1005,390.0061
1006,413.3193
1007,449.50153
1008,430.86475
1009,442.00906
1010,366.7466
1011,437.08313
1012,443.06085
1013,399.28403
1014,350.2489
1015,451.03546
1016,413.4098
1017,392.55804
1018,119.34206
1019,396.42465
1020,392.7298
1021,328.50043
1022,465.71967
1023,392.32117
1024,456.18243
1025,461.1069
1026,460.93353
1027,428.52213
1028,448.23505
1029,433.6008
1030,452.08762
1031,463.81653
1032,445.2896
1033,414.18884
1034,453.3449
1035,475.43405
1036,422.5154
1037,469.6633
1038,442.2763
1039,442.60202
1040,430.98083
1041,459.10666
1042,415.53305
1043,473.15512
1044,474.72464
1045,371.7519
1046,480.44833
1047,485.60413
1048,483.94833
1049,484.27383
1050,477.52655
1051,470.84622
1052,455.2201
1053,442.7713
1054,476.06238
1055,473.88507
1056,478.33795
1057,473.93723
1058,463.23486
1059,468.8336
1060,465.76825
1061,459.63187
1062,482.9607
1063,458.12506
1064,464.09985
1065,472.5825
1066,440.93112
1067,480.45117
1068,451.83847
1069,480.32773
1070,441.2485
1071,462.6999
1072,467.35992
1073,457.44492
1074,467.4627
1075,465.84787
1076,463.70322
1077,461.03317
1078,477.12344
1079,478.499
1080,474.75882
1081,427.191
1082,451.7141
1083,444.08826
1084,474.81387
1085,481.86047
1086,480.3324
1087,423.17465
1088,434.91647
1089,444.00223
1090,363.4069
1091,487.04813
1092,487.12582
1093,484.51187
1094,391.1005
1095,411.4374
1096,472.5371
1097,455.9121
1098,485.79968
1099,464.58716
1100,482.12448
1101,468.43927
1102,452.57892
1103,453.45468
1104,481.82315
1105,481.87744
1106,479.96765
1107,446.41293
1108,470.3734
1109,485.8875
1110,440.3606
1111,180.27536
1112,115.05876
1113,83.80601
1114,407.20074
1115,486.95706
1116,488.09454
1117,484.79376
1118,421.84122
1119,32.99954
1120,31.747803
1121,406.03482
1122,409.12155
1123,486.76486
1124,475.21338
1125,469.91614
1126,483.8826
1127,485.8237
1128,466.8285
1129,488.08215
1130,482.6051
1131,444.42
1132,378.03253
1133,369.92004
1134,481.83588
1135,419.2456
1136,475.58496
1137,433.88443
1138,463.87717
1139,399.44168
1140,436.6681
1141,479.59903
1142,475.0867
1143,476.80328
1144,480.7787
1145,480.4586
1146,475.82825
1147,441.8025
1148,477.45746
1149,481.03964
1150,474.60913
1151,426.6574
1152,456.79044
1153,427.85577
1154,445.5791
1155,443.03534
1156,426.58704
1157,393.72937
1158,460.7074
1159,468.87857
1160,477.0212
1161,474.20126
1162,462.9986
1163,470.1663
1164,465.71933
1165,474.3874
1166,462.23657
1167,370.77032
1168,471.15286
1169,471.58005
1170,476.47342
1171,470.44803
1172,481.1799
1173,478.6501
1174,465.46747
1175,475.7443
1176,425.07953
1177,430.98688
1178,428.71045
1179,464.69662
1180,419.6039
1181,462.91937
1182,418.5925
1183,480.598
1184,441.9242
1185,416.2285
1186,473.69983
1187,484.1004
1188,472.08426
1189,475.73663
1190,455.80392
1191,480.38828
1192,437.3868
1193,405.13284
1194,441.42215
1195,467.8805
1196,472.47897
1197,473.2904
1198,482.62463
1199,475.74072
1200,485.54935
1201,486.3992
1202,479.82977
1203,476.44388
1204,482.86343
1205,486.94772
1206,484.4476
1207,486.30304
1208,485.81778
1209,487.60812
1210,466.99344
1211,484.5372
1212,486.83286
1213,471.70114
1214,478.09286
1215,476.78613
1216,475.222
1217,484.93826
1218,420.20343
1219,474.02814
1220,452.37457
1221,471.83997
1222,452.4214
1223,473.06168
1224,477.99515
1225,470.65338
1226,424.6914
1227,424.77368
1228,420.47675
1229,481.60352
1230,459.75232
1231,474.49783
1232,479.89532
1233,481.19153
1234,474.31274
1235,466.728
1236,461.62558
1237,465.16006
1238,469.06772
1239,480.51727
1240,476.43564
1241,469.62012
1242,447.2238
1243,386.15988
1244,438.6729
1245,464.70538
1246,469.60425
1247,478.3212
1248,461.45688
1249,372.1553
1250,478.3087
1251,475.43066
1252,480.90128
1253,476.25183
1254,468.8172
1255,474.38434
1256,464.83725
1257,469.61377
1258,478.2921
1259,461.22974
1260,479.28314
1261,475.20917
1262,477.10858
1263,451.06055
1264,476.9739
1265,464.44196
1266,458.82022
1267,475.10953
1268,477.77295
1269,484.34888
1270,480.2418
1271,475.18256
1272,482.1205
1273,457.17313
1274,459.2639
1275,478.29446
1276,459.90842
1277,477.88516
1278,480.0317
1279,448.8554
1280,474.9469
1281,481.11588
1282,474.79507
1283,478.89786
1284,476.4672
1285,396.59647
1286,481.70538
1287,473.6686
1288,465.59625
1289,432.50186
1290,434.64804
1291,479.85028
1292,476.9511
1293,477.4755
1294,479.89972
1295,467.20743
1296,464.33722
1297,477.46793
1298,474.88705
1299,439.75266
1300,469.08008
1301,478.95667
1302,477.31473
1303,473.56113
1304,468.3569
1305,445.79736
1306,478.43744
1307,428.35382
1308,441.09027
1309,477.9127
1310,461.0001
1311,421.09982
1312,460.15784
1313,437.74384
1314,481.2339
1315,470.16553
1316,481.44296
1317,479.98187
1318,471.62488
1319,406.21698
1320,409.6359
1321,478.4658
1322,474.56024
1323,474.82953
1324,428.02512
1325,466.89005
1326,481.2096
1327,473.79648
1328,479.67053
1329,478.19293
1330,475.49435
1331,477.6014
1332,477.8584
1333,427.0005
1334,454.6797
1335,472.89456
1336,462.4314
1337,167.55214
1338,477.62878
1339,474.48328
1340,469.64273
1341,473.1217
1342,479.35443
1343,442.77322
1344,465.933
1345,348.46027
1346,196.39545
1347,406.02585
1348,475.50647
1349,448.82028
1350,474.04172
1351,482.6431
1352,479.65982
1353,477.64133
1354,474.99124
1355,477.98724
1356,476.07202
1357,466.59155
1358,470.28256
1359,456.3056
1360,466.06628
1361,475.0847
1362,475.75638
1363,460.05084
1364,461.44107
1365,467.56384
1366,226.32202
1367,462.42953
1368,473.19363
1369,463.21933
1370,473.78183
1371,474.80872
1372,436.09235
1373,475.18353
1374,482.72073
1375,431.07687
1376,305.66086
1377,457.0706
1378,466.4795
1379,442.49966
1380,483.12448
1381,434.31845
1382,483.07346
1383,444.37964
1384,481.80008
1385,483.12918
1386,263.8223
1387,221.05275
1388,353.83728
1389,456.77335
1390,470.56723
1391,473.6079
1392,476.03656
1393,358.19717
1394,460.05307
1395,453.43906
1396,470.91464
1397,479.47675
1398,471.8941
1399,372.06888
1400,207.79353
1401,480.4848
1402,474.84164
1403,476.63416
1404,461.30634
1405,473.57785
1406,478.83606
1407,477.42804
1408,469.76627
1409,472.92984
1410,460.96863
1411,472.35764
1412,482.22067
1413,470.47693
1414,473.14407
1415,472.56796
1416,470.02518
1417,253.75787
1418,354.86115
1419,470.08154
1420,463.77744
1421,470.9384
1422,479.26694
1423,474.02808
1424,465.77563
1425,463.2517
1426,461.82877
1427,258.60706
1428,474.0727
1429,354.46738
1430,473.6201
1431,476.24237
1432,469.5458
1433,458.43863
1434,462.2092
1435,461.23804
1436,456.92218
1437,462.51117
1438,464.73923
1439,466.9639
1440,344.04376
1441,466.40213
1442,448.90305
1443,342.48776
1444,453.87302
1445,346.19183
1446,362.74158
1447,338.1667
1448,350.21698
1449,459.5344
1450,429.1155
1451,436.05222
1452,441.92004
1453,441.80588
1454,459.23114
1455,471.34756
1456,458.23175
1457,469.06738
1458,469.9407
1459,466.8696
1460,473.25085
1461,471.22928
1462,472.2706
1463,474.13965
1464,464.069
1465,464.1484
1466,451.6956
1467,471.7525
1468,457.21265
1469,454.7304
1470,450.56567
1471,412.78244
1472,230.8928
1473,163.06061
1474,443.8572
1475,155.74236
1476,398.8332
1477,394.51874
1478,444.16196
1479,441.41544
1480,417.87598
1481,472.60928
1482,475.28973
1483,445.06488
1484,442.9688
1485,459.19058
1486,472.01715
1487,453.57516
1488,476.9726
1489,458.9241
1490,448.99393
1491,469.33224
1492,468.08194
1493,463.75302
1494,471.7628
1495,395.60507
1496,470.2929
1497,472.16498
1498,473.30002
1499,468.88177
1500,477.17136
1501,478.7529
1502,470.726
1503,465.84103
1504,480.8123
1505,480.80972
1506,476.03494
1507,461.38358
1508,476.01193
1509,477.83218
1510,481.25116
1511,476.3385
1512,477.62982
1513,462.60953
1514,443.72147
1515,469.36493
1516,474.98538
1517,472.51233
1518,474.19254
1519,458.04242
1520,482.92685
1521,480.125
1522,461.60297
1523,464.70242
1524,470.374
1525,466.59702
1526,464.5114
1527,467.6886
1528,466.34808
1529,456.94858
1530,260.21347
1531,469.8942
1532,446.9162
1533,457.5788
1534,483.78995
1535,481.44742
1536,477.7371
1537,434.56033
1538,479.5837
1539,485.47006
1540,476.41998
1541,479.7506
1542,486.4787
1543,460.18408
1544,464.3089
1545,463.96878
1546,453.49146
1547,467.60706
1548,448.3806
1549,480.43246
1550,483.1775
1551,433.83127
1552,484.18805
1553,479.96432
1554,445.1274
1555,480.28177
1556,472.40756
1557,218.13622
1558,482.33743
1559,478.9232
1560,465.09528
1561,482.6667
1562,439.36047
1563,412.55313
1564,418.7128
1565,476.33807
1566,476.01373
1567,481.1168
1568,483.81668
1569,466.2847
1570,478.7113
1571,470.24805
1572,481.58163
1573,450.56342
1574,481.82907
1575,478.2369
1576,425.46353
1577,476.0023
1578,471.41235
1579,470.83658
1580,476.57767
1581,467.16888
1582,477.96027
1583,469.87173
1584,475.90887
1585,475.31064
1586,475.16937
1587,467.57343
1588,468.5052
1589,481.35385
1590,468.34195
1591,481.75723
1592,426.3685
1593,462.99118
1594,462.1201
1595,453.64273
1596,465.49493
1597,483.8839
1598,464.97937
1599,450.975
1600,393.77682
1601,409.69418
1602,408.93658
1603,463.8163
1604,477.99927
1605,481.59793
1606,455.0732
1607,465.99344
1608,474.21494
1609,466.01773
1610,479.6754
1611,470.97552
1612,470.5759
1613,483.1741
1614,481.98758
1615,425.601
1616,484.81113
1617,483.72354
1618,447.72302
1619,481.84723
1620,476.86618
1621,483.71463
1622,483.18875
1623,473.02222
1624,482.3727
1625,477.81296
1626,473.5271
1627,470.94766
1628,387.43198
1629,481.37225
1630,477.3152
1631,480.4447
1632,480.82883
1633,478.10867
1634,484.7181
1635,472.91196
1636,483.08035
1637,480.7935
1638,479.04868
1639,478.28052
1640,480.5717
1641,484.30695
1642,486.43015
1643,468.17606
1644,485.2035
1645,482.9826
1646,475.8246
1647,478.44922
1648,147.80348
1649,338.29984
1650,464.5558
1651,451.47464
1652,483.63342
1653,489.05066
1654,481.98248
1655,473.87787
1656,473.4603
1657,472.62402
1658,476.26965
1659,485.01703
1660,473.3143
1661,480.30588
1662,474.4758
1663,477.57297
1664,473.17093
1665,477.99115
1666,483.46436
1667,477.052
1668,479.33878
1669,469.3799
1670,477.43613
1671,411.96964
1672,470.7792
1673,482.9624
1674,480.23706
1675,461.09973
1676,471.5445
1677,484.55408
1678,483.97906
1679,476.48853
1680,463.46097
1681,484.82407
1682,471.16223
1683,468.43625
1684,478.48816
1685,477.16556
1686,465.56256
1687,475.69522
1688,462.50598
1689,473.19885
1690,476.62564
1691,470.40506
1692,473.52707
1693,471.02374
1694,475.3782
1695,474.42383
1696,476.4031
1697,471.25128
1698,475.72983
1699,474.68018
1700,471.12457
1701,460.74222
1702,454.81516
1703,459.0372
1704,464.6456
1705,475.4585
1706,463.23395
1707,471.41125
1708,470.5196
1709,273.03146
1710,459.11346
1711,471.17612
1712,466.21838
1713,464.4275
1714,472.79236
1715,473.98557
1716,481.5288
1717,482.86697
1718,481.66385
1719,479.44855
1720,475.42352
1721,472.41013
1722,488.07574
1723,459.1131
1724,459.77142
1725,468.33618
1726,470.1553
1727,475.82935
1728,482.7939
1729,463.77795
1730,475.38394
1731,464.64648
1732,470.6287
1733,468.15854
1734,482.55188
1735,475.9513
